iter	Passed	Remaining
1212	43132	134658
1213	43173	134640
1214	43217	134630
1215	43346	134888
1216	43510	135251
1217	43556	135247
1218	43611	135270
1219	43730	135493
1220	43797	135554
1221	43898	135718
1222	43950	135732
1223	44001	135744
1224	44056	135766
1225	44205	136077
1226	44243	136046
1227	44275	136000
1228	44297	135920
1229	44335	135890
1230	44380	135880
1231	44406	135813
1232	44428	135737
1233	44466	135705
1234	44512	135699
1235	44553	135678
1236	44595	135659
1237	44633	135631
1238	44683	135636
1239	44723	135612
1240	44783	135648
1241	44832	135651
1242	44874	135634
1243	44945	135704
1244	45008	135748
1245	45028	135663
1246	45064	135628
1247	45103	135600
1248	45136	135553
1249	45160	135480
1250	45180	135397
1251	45227	135394
1252	45307	135489
1253	45329	135409
1254	45352	135334
1255	45371	135246
1256	45389	135156
1257	45407	135068
1258	45430	134992
1259	45461	134942
1260	45478	134849
1261	45497	134763
1262	45521	134691
1263	45550	134634
1264	45584	134592
1265	45605	134512
1266	45639	134468
1267	45669	134414
1268	45697	134356
1269	45717	134272
1270	45743	134207
1271	45775	134160
1272	45815	134134
1273	45842	134074
1274	45892	134077
1275	45923	134028
1276	45957	133985
1277	45994	133953
1278	46030	133917
1279	46063	133872
1280	46108	133862
1281	46156	133861
1282	46217	133896
1283	46256	133869
1284	46374	134070
1285	46476	134225
1286	46505	134169
1287	46546	134145
1288	46579	134101
1289	46633	134117
1290	46677	134102
1291	46721	134090
1292	46749	134030
1293	46773	133957
1294	46794	133878
1295	46839	133869
1296	46871	133819
1297	46906	133780
1298	46929	133707
1299	46958	133649
1300	47002	133635
1301	47049	133632
1302	47110	133665
1303	47147	133634
1304	47212	133678
1305	47369	133983
1306	47471	134132
1307	47605	134373
1308	47806	134799
1309	47845	134771
1310	47877	134720
1311	47962	134821
1312	48021	134846
1313	48056	134807
1314	48095	134775
1315	48126	134726
1316	48176	134726
1317	48216	134699
1318	48261	134684
1319	48337	134758
1320	48371	134715
1321	48390	134628
1322	48413	134554
1323	48441	134494
1324	48461	134411
1325	48479	134322
1326	48562	134415
1327	48612	134417
1328	48759	134684
1329	49081	135436
1330	49131	135434
1331	49150	135347
1332	49181	135295
1333	49207	135229
1334	49224	135137
1335	49251	135071
1336	49300	135069
1337	49351	135071
1338	49380	135012
1339	49419	134981
1340	49461	134957
1341	49480	134874
1342	49524	134855
1343	49597	134917
1344	49627	134862
1345	49646	134775
1346	49673	134712
1347	49693	134629
1348	49720	134565
1349	49737	134475
1350	49759	134399
1351	49782	134325
1352	49805	134251
1353	49825	134168
1354	49842	134079
1355	49865	134005
1356	49888	133929
1357	49917	133873
1358	49945	133811
1359	49972	133750
1360	49990	133664
1361	50009	133577
1362	50032	133505
1363	50147	133678
1364	50171	133605
1365	50193	133530
1366	50213	133449
1367	50232	133367
1368	50253	133287
1369	50286	133240
1370	50313	133177
1371	50337	133108
1372	50362	133039
1373	50410	133033
1374	50459	133030
1375	50500	133002
1376	50534	132960
1377	50586	132963
1378	50621	132921
1379	50681	132948
1380	50723	132924
1381	50793	132973
1382	50831	132940
1383	50882	132941
1384	50934	132943
1385	50971	132909
1386	50996	132839
1387	51017	132764
1388	51060	132741
1389	51101	132716
1390	51130	132659
1391	51195	132697
1392	51813	134164
1393	51869	134176
1394	51945	134238
1395	52015	134285
1396	52096	134362
1397	52152	134373
1398	52201	134366
1399	52272	134416
1400	52330	134431
1401	52380	134425
1402	52434	134430
1403	52476	134406
1404	52523	134393
1405	52660	134609
1406	52713	134613
1407	52762	134604
1408	52823	134626
1409	52882	134644
1410	52927	134625
1411	53127	135000
1412	53233	135137
1413	53270	135097
1414	53301	135041
1415	53330	134982
1416	53360	134925
1417	53400	134893
1418	53437	134855
1419	53529	134955
1420	53561	134903
1421	53615	134906
1422	53657	134879
1423	53705	134868
1424	53739	134820
1425	53785	134802
1426	53848	134828
1427	53921	134879
1428	53954	134830
1429	54006	134826
1430	54053	134813
1431	54074	134732
1432	54104	134677
1433	54140	134633
1434	54172	134581
1435	54191	134497
1436	54238	134481
1437	54318	134550
1438	54406	134637
1439	54435	134576
1440	54456	134498
1441	54478	134421
1442	54508	134363
1443	54530	134286
1444	54552	134210
1445	54572	134130
1446	54607	134084
1447	54649	134056
1448	54686	134016
1449	54734	134005
1450	54782	133992
1451	54835	133992
1452	54879	133969
1453	54935	133976
1454	54959	133904
1455	55000	133875
1456	55039	133838
1457	55073	133792
1458	55114	133764
1459	55135	133683
1460	55159	133613
1461	55186	133549
1462	55221	133505
1463	55270	133494
1464	55317	133478
1465	55382	133506
1466	55594	133889
1467	55647	133887
1468	55721	133936
1469	55781	133951
1470	55874	134045
1471	55938	134069
1472	56004	134099
1473	56071	134131
1474	56121	134121
1475	56163	134091
1476	56216	134089
1477	56264	134075
1478	56314	134066
1479	56365	134057
1480	56409	134033
1481	56460	134026
1482	56518	134035
1483	56555	133995
1484	56588	133944
1485	56638	133934
1486	56716	133991
1487	56852	134184
1488	56884	134131
1489	56936	134125
1490	56960	134052
1491	57006	134034
1492	57046	134000
